Type	Dist_threshold	Odds_Ratio	P_Value
Direct	No filter	1.3583639608098952	0.0002768603498036141
Direct	10000	1.2314289850649325	0.020615299385836047
Direct	5000	1.188207491066673	0.08621273474583405
Direct	1000	0.734234682262346	0.5080565526688994
Inverted	No filter	1.39171089774505	0.0004130163112924172
Inverted	10000	1.2722906331012078	0.016319675299936
Inverted	5000	1.2725771124886627	0.029506892664970134
Inverted	1000	1.2304334450543224	0.5462638860392279
