Type	Dist_threshold	Odds_Ratio	P_Value	species
Direct	1000	0.97808394063514	1	Human
Direct	No filter	1.00003183608124	1	Human
Direct	10000	0.969701555506982	0.751762338118294	Human
Direct	5000	0.937057543710443	0.476916784686729	Human
Inverted	10000	1.94357197083623	8.83590930719305e-17	Human
Inverted	5000	1.99210610121015	4.89323913476142e-16	Human
Inverted	1000	2.35024514041195	0.000228061303056481	Human
Inverted	No filter	1.66407360244403	4.92830416456919e-57	Human
